ID,predicted_selling_amount
-8473380332940553774,391.07802271917353
-8470207376631537607,-1.0
-8469847192991492258,-1.0
-8469756655121733620,-1.0
-8460008887217219869,-1.0
-8459053674577618675,-1.0
-8454648056691725036,260.8250209909852
-8452833661246554378,451.769893089266
-8448736486382249690,370.83406850311803
-8444153841462541603,-1.0
-8439391384805066879,-1.0
-8435343628111411222,111.18831885504633
-8431071275154183447,1274.882569664228
-8419022620489308195,-1.0
-8402972554004720813,-1.0
-8393078152145175774,308.6587629271403
-8387282531060923072,338.2952341796937
-8375654828065985201,255.92585192182432
-8368778153071196515,-1.0
-8364451789577805068,-1.0
-8363612524955687613,244.49362671056096
-8361068553567236085,-1.0
-8357403074372812969,-1.0
-8356080594523936786,263.38464481349126
-8346758991800895750,626.635584805006
-8340728759461999679,602.2555007563861
-8340675777150390841,-1.0
-8333432172267835136,-1.0
-8331753208045160189,-1.0
-8320101223295564260,270.27717421273485
-8319519254865491986,112.99732122401107
-8308142348246980138,215.23856783484305
-8303594602312512432,-1.0
-8298786697796760855,342.17490323993536
-8297335501524817933,420.0383509452198
-8290558604289546856,219.89820682388122
-8282825010062764600,319.67433254968194
-8280559533196250387,326.7552425005857
-8276719929309331441,184.43706581648175
-8276263861714687377,85.08302179289095
-8275888931434154474,-1.0
-8269394766047398379,-1.0
-8257370439367285778,223.63337677713625
-8256506965083063494,-1.0
-8256504252617881076,-1.0
-8249679032340125252,262.0829696428045
-8249229303874447469,246.3525483412446
-8247307605224158412,-1.0
-8237838307681406388,-1.0
-8232505321322170318,419.2732110578348
-8229819622895458037,-1.0
-8228122393299466433,261.35030734589566
-8227026183352537496,441.67126142622055
-8219332197374576561,-1.0
-8217973823473337643,-1.0
-8210839353781932365,310.73727528021084
-8209737113901905558,131.10244350513878
-8205517422867741440,140.28583680685878
-8204489190047822012,-1.0
-8203820126700157332,-1.0
-8196365937669016692,41.926072905983716
-8191252553305660951,-1.0
-8190458270517902706,-1.0
-8188919959371501405,389.0409124703277
-8184801189391795119,-1.0
-8184075805097193839,-1.0
-8179643067555361143,-1.0
-8172680978645676970,309.9674957540461
-8166452908400803279,-1.0
-8166168393159758133,-1.0
-8163805538768956885,-1.0
-8155870802161977815,-1.0
-8153914592985967337,-1.0
-8151205309530668280,-1.0
-8149386481857668983,723.2596501236686
-8144742359421804488,-1.0
-8141285295376521321,472.2867307545233
-8141135050072972861,387.3980654558985
-8138124743692182943,295.6163482594353
-8135310177509474384,-1.0
-8133038166977041820,-8.500117871131494
-8130782018617615376,154.97114731411105
-8121041895496501736,-1.0
-8119906748190192539,-1.0
-8117235683516121958,-1.0
-8112120517228111264,-1.0
-8105488969589212366,392.0871575291611
-8099099233507625523,149.85417729630674
-8091299308684752993,-1.0
-8084692841369452651,372.96776255061434
-8084248095432480376,395.6663830785784
-8081908314282091113,-1.0
-8081303493993772087,422.0310830316067
-8078190353435718584,-1.0
-8074634756988544312,-1.0
-8070803052524805705,401.2269569132344
-8065903969984579753,-1.0
-8065048604881203489,90.89120472751185
-8064145219724099230,-1.0
-8062421319768382280,-1.0
-8061417352938577208,-1.0
-8061273271003681087,206.36740559758803
-8055987361932328079,522.1841678126684
-8051506970047531460,-1.0
-8049011112510411992,219.85736655404688
-8046368431389255895,331.04943008677526
-8045314826404269368,-1.0
-8044069714059917895,-1.0
-8043916746236376418,255.6409599453805
-8041387407314412620,434.7497067297562
-8041045396938686181,103.57885751343687
-8036741987250657800,-1.0
-8035755189002575172,320.5516514554199
-8033231125883491781,352.0309334178395
-8032324520502363637,87.79079298818189
-8026559338240676459,-1.0
-8025573476212839313,507.71243141176035
-8023239010407727864,-1.0
-8018382916352728867,283.7775450381175
-8014842212787719612,145.64133519564777
-8013688003511807174,-1.0
-8013465437489763309,285.9550728928051
-8013321137993155818,-1.0
-8009986505867651087,-1.0
-8009300407563799236,-1.0
-8005837513842044382,193.38460865462977
-8001635661752016057,176.89442887497418
-7997707812635208822,214.41720708770302
-7997418001574932812,-1.0
-7989110972818089859,-1.0
-7980461971933445975,-1.0
-7975365413332703745,246.40675247793243
-7965906139948896177,-1.0
-7963109791956638761,-1.0
-7960229460207219775,357.0806574820373
-7960191043417002622,-1.0
-7958464008118028146,667.4606869820121
-7953951686276518737,428.4506581403533
-7953514584809799950,-1.0
-7943783822859134585,-1.0
-7942957580050167148,391.1854104082879
-7940543939090656894,-1.0
-7936112718537287150,392.32220935694716
-7926820054409809461,-1.0
-7925510207814260049,-1.0
-7920735246581381636,-1.0
-7916835009826683325,-1.0
-7914126556496048450,244.7382041254414
-7911630730046984546,-1.0
-7908365017706970921,-1.0
-7904076377483259058,231.15936241459556
-7894569686853427302,259.20815051758177
-7885380912025711560,-1.0
-7863712016648268224,261.4716325010255
-7855521040267510433,-1.0
-7847410333967573521,324.1482518442707
-7836101776132132944,-1.0
-7835462392113324539,-1.0
-7832193934452494000,718.5224045475112
-7828078099717834322,139.42992225019927
-7817697501441782069,-1.0
-7811047788771858679,-1.0
-7801487582206214033,492.67660044739887
-7800499606246677705,-1.0
-7800306140875444995,89.73062751830273
-7790886210143157913,-1.0
-7785311557277125741,544.448802011449
-7784993753064298557,328.91902558580693
-7783868562324335006,-1.0
-7781835616361319622,-1.0
-7779943693444747996,-1.0
-7776087067297626687,436.3346463093527
-7773543729755318246,230.72659420860705
-7770072176549185944,-1.0
-7769205225615854927,-1.0
-7755721277124348403,423.97160095833306
-7754442966044722304,-1.0
-7750189639987279040,705.4037777282614
-7741768469164436526,-1.0
-7740804203605536971,265.3582530984138
-7740743900734085908,-1.0
-7739774093796004773,-1.0
-7739451982731958147,-1.0
-7735307605006197296,-1.0
-7726837009953090312,665.2644102606366
-7716764565535292971,581.051657906464
-7714163416008078710,-1.0
-7712690458081228603,23.819136975140708
-7710917145088184261,115.58376726417211
-7708180415839735668,-1.0
-7706740115911154469,430.7683442604849
-7701308431456598660,-1.0
-7698644680953720411,395.2047112082697
-7698365342386131971,-1.0
-7698334395083904203,209.02897916932105
-7696409303562032656,-1.0
-7693096766614596291,-1.0
-7689231755401976196,-1.0
-7682894974242320091,-1.0
-7673196072088680197,-1.0
-7672791591420453766,-1.0
-7655315481806122786,672.6578458111097
-7648489321810635983,-1.0
-7648185677626495222,412.8731017132869
-7648017744480396960,-1.0
-7640295889407234592,-1.0
-7636586700452299248,520.9739376834153
-7634240382964896461,257.1377647625859
-7618763787419012762,637.506655320561
-7618566463422957231,-1.0
-7616557575691159078,-1.0
-7609783992945187658,358.33852809745895
-7608676827378098763,105.40400538931894
-7608573042550119588,322.37379265461414
-7606644128928727714,548.9355166637484
-7602572629316140494,122.91527471598133
-7600925740807419246,300.9149346134823
-7600919839282197151,119.46343632441378
-7569049966262062573,-1.0
-7563373776646735713,391.7978829836193
-7559700654009172214,287.96439782806647
-7556580662600455725,-1.0
-7556527998120986316,46.9329427005147
-7547797371913237280,-1.0
-7543241131409717810,-1.0
-7536693380416258487,-1.0
-7534156188062412511,391.1734869421049
-7530048248077234933,380.43529986795556
-7522158165327327612,146.35235982607574
-7516307482426501851,-1.0
-7515546106671571463,863.2513837456909
-7512333435784855739,-1.0
-7511636506077966325,-1.0
-7510538876014590179,515.7327547041658
-7492794121027733086,209.32945267078716
-7482951187918658252,340.4348647504074
-7481092266886308676,-1.0
-7475365566385026822,551.0297749049281
-7459691508768678087,404.5409273628728
-7458663874685710453,377.8159629524049
-7453968692749064603,217.51155682431303
-7451063220590254333,397.5364736745446
-7430216212810770548,311.94868394037405
-7416867307305788547,368.028194676264
-7410727326130583980,-1.0
-7408798656864691296,-1.0
-7389242446055608389,333.7689536094118
-7382592573342976054,-1.0
-7377151786648664008,408.0466464387763
-7372515546978760438,-1.0
-7360502931884107459,353.6956249095035
-7353968299222589856,-1.0
-7344094834000113689,292.3470563593902
-7333546931719532971,-1.0
-7325441546013826261,276.5771827837202
-7324600179433624903,327.9065115057564
-7323269151936763297,-1.0
-7323261695948681380,117.5778059309807
-7317709986661596276,284.82803350431243
-7314153020454163247,120.75665934449435
-7312303432982605904,-1.0
-7309385781999644807,120.68003132002596
-7307322662623623840,258.4720605025925
-7304530723166263097,-1.0
-7295408114065341098,181.8265143733419
-7292579593499210474,36.264139450806084
-7287329281524256015,245.58926173095048
-7282526197188457884,-1.0
-7274761153254387951,-1.0
-7266773999028754256,316.6996928670658
-7266081379677692417,261.9184479704729
-7264036490051965153,437.2353782957333
-7262986180947989530,420.456249611016
-7251437533321084424,-1.0
-7247374977111680869,1194.1410691567098
-7246719591578534564,-1.0
-7239529006227368386,-1.0
-7238178345958242211,258.0028761777112
-7237044564850886500,-1.0
-7231735816760285600,365.73780444726424
-7228139748528052168,172.41204679956772
-7228051104682545284,-1.0
-7226612370056343943,-1.0
-7219511182762711168,-1.0
-7212290709677926036,554.0879170207905
-7202716036381340110,332.7220666215802
-7202425846294760797,-1.0
-7196506651741039841,396.0511187589028
-7195529046525577956,199.3987703981537
-7190287234872258735,-1.0
-7183362335437967738,43.6119364701033
-7177998528645811569,-1.0
-7173988177043573194,185.49443837299034
-7159676158673823029,-1.0
-7159486224416489085,-1.0
-7158177980218959744,-1.0
-7147436823437215726,-1.0
-7144839678045710465,-1.0
-7141369282238974295,175.77099897361083
-7139805798046339578,-1.0
-7137157769095152324,607.3705979225541
-7136099269188953612,215.03877179425015
-7130054094117361287,-1.0
-7128907413357317656,-1.0
-7128814723777998831,-1.0
-7126123013616950845,423.92437757007144
-7123644921338792994,-1.0
-7121683903818491613,-1.0
-7120169824973702631,-1.0
-7117665975973605319,40.01961485078263
-7087745828145838831,288.82911196330997
-7081707547402052286,-1.0
-7079476993339756193,-1.0
-7065997527551020719,-1.0
-7061806987404799085,-1.0
-7060398218581504339,-1.0
-7052232809585837850,-1.0
-7051921846377980174,-1.0
-7050606193730173404,-1.0
-7043722873783160399,107.52884700600421
-7035560151135842119,187.3689655343844
-7032468810682657902,341.08147626044774
-7032332227063624092,564.6213123085889
-7017494704694538224,-1.0
-7015360483761636837,256.8643547876802
-7014827999731174652,242.3962512565346
-6996546233259907495,-1.0
-6994551760986531795,-1.0
-6988565120241714382,-1.0
-6984505532933013233,-1.0
-6981243680661630609,-1.0
-6979701316227496182,182.68137407458138
-6961051895421931389,-1.0
-6961006777643829736,-1.0
-6960135416406632291,184.49806979985706
-6956842306774613838,207.92604518380713
-6955130591746871497,-1.0
-6946151248832544892,-1.0
-6920929999181963534,396.9345407140977
-6920083323847900919,121.97325434010654
-6917647412808234285,146.49979459097554
-6912352116237533125,747.1919401401905
-6908264487737863147,154.79389686111628
-6907870604953179936,-1.0
-6902940564237979879,-1.0
-6901239719923172336,-1.0
-6887831236058545789,-1.0
-6878346928852161574,392.2404135780979
-6877872916905875862,466.9709246777087
-6860244553297565010,379.3547233689486
-6860186340479371355,246.06498358795304
-6849735944085002284,-1.0
-6847271905522386391,0.5524432694323309
-6833542372170919895,-1.0
-6831476286351446844,321.81396312039567
-6826975574601717044,-1.0
-6818379732899400829,-1.0
-6817063688599408539,362.0968437255185
-6815997904745722015,294.25416135991816
-6813304365434472747,-1.0
-6794521532282310117,280.39251246558376
-6793563111565965921,-1.0
-6786360308652748796,-1.0
-6782319257738401591,-1.0
-6782222419174583206,574.3235416859824
-6781329496769509045,133.70228986343184
-6780317771180726774,54.33301675187877
-6773760561675485484,-1.0
-6772757728354414064,-1.0
-6771889605718811032,196.00624481942592
-6766042190993210964,224.97896107290993
-6758124534957527795,-1.0
-6748191447299932896,240.05245552663305
-6745140865047058786,-1.0
-6742889393895470531,338.9755352009096
-6737901373903279000,-1.0
-6736717038397683362,-1.0
-6735881879319667736,119.57362079131329
-6728837951374166248,44.25854798014356
-6713727859540040301,178.49189622944678
-6706904310321363637,-1.0
-6705831127047735295,-1.0
-6699497794147705560,-1.0
-6697143590508734097,182.06158478219604
-6693074088933657249,-1.0
-6690673593972450390,179.64116102782614
-6686057963025417993,-1.0
-6684994838144891834,-1.0
-6678187534230201236,102.81755934915779
-6669326347998631201,299.44584550381774
-6668718249467142427,-1.0
-6666070372064838914,-1.0
-6665628365741965265,-1.0
-6665070899569168461,106.64139059050783
-6657272518986381058,-1.0
-6653643739219956930,-1.0
-6642574863032059686,-1.0
-6627847528671602014,105.24930375926934
-6602384208226067052,230.11909534658693
-6599660708317896226,-1.0
-6581265845933575383,-1.0
-6576439588684254974,171.323189288792
-6574621137966848733,235.93013615613185
-6567251884198386824,384.7947820938342
-6558657697287903013,133.94104686158576
-6552651566208037498,-1.0
-6535314260723515004,407.34832877259623
-6518187738145468036,238.07743087187717
-6489655011686878037,294.4160714024184
-6488747305278987938,115.42898139049638
-6486120323012212317,-1.0
-6486027003145756477,-1.0
-6475063110828905009,129.8092204850582
-6473736298239744302,711.9435227560347
-6472764576379024741,-1.0
-6471622594413183490,176.73390682819806
-6466634385024120090,417.16353181999705
-6466020969898487465,-1.0
-6464300185414702334,-1.0
-6460452893188753134,-1.0
-6456819499791939248,-1.0
-6456039419596458163,-1.0
-6455356159633357770,383.3995974981274
-6451155585303583641,245.3561797681114
-6445539485276725502,-1.0
-6439926283528114084,-1.0
-6439863838048979507,-1.0
-6423766702315478266,-1.0
-6416531908906416939,276.8419157797845
-6414708730537029833,139.38706798053252
-6412723923820998762,-1.0
-6410826731485219580,-1.0
-6403403363745057527,905.461479245987
-6392518420943300566,285.8148352544747
-6382784935588167530,129.82820528583144
-6372663824587944380,405.09601575443514
-6362058160927812466,-1.0
-6342417957118871992,-1.0
-6341776833141079962,345.9710303184455
-6339564574215376771,-1.0
-6336145648197455446,-1.0
-6334362695217711710,-1.0
-6329519667778282947,555.6224369532351
-6329065705580915857,194.3472034729613
-6320673730491245708,539.5552800701972
-6319266418773495100,-1.0
-6301873718685074224,-1.0
-6297286648089214870,283.2383212171916
-6296793277409381754,-1.0
-6295665939711897218,-1.0
-6295352326842048573,194.83806912774324
-6290111837331362859,-1.0
-6289571117581040679,333.1223420993716
-6289542446699686074,125.36385281421335
-6288423577709379220,-1.0
-6284701841252355365,-1.0
-6281380953568036247,517.0364350158712
-6275535114082156331,116.87699028425274
-6263696031933661178,115.41766073475478
-6257952279297978473,279.3483228741901
-6244113691141170687,-1.0
-6241183125848732548,-1.0
-6239770353695670430,268.1375436420211
-6236531407829523881,-1.0
-6214947293035746569,170.5457456175956
-6213659448307648693,356.68810118162423
-6211672601638181834,199.95574205744836
-6195630447005460151,476.7573355718222
-6189824255296330617,-1.0
-6189275235415956612,250.87882891152654
-6187088221144731147,-1.0
-6185118345400791338,290.604682825008
-6185076264359769352,-1.0
-6182285678293285979,-1.0
-6181076305157350912,-1.0
-6175679913650786282,354.995286080358
-6159849230299440075,311.70316512497914
-6149919380832124469,216.25383696512333
-6145382094214864907,-1.0
-6139955192710940375,247.64577136132513
-6135513638215454124,-1.0
-6134718603287954611,-1.0
-6126823929516884769,-1.0
-6117907132626183171,387.58158292082965
-6117282368886233902,-1.0
-6109930209668752932,-1.0
-6104435525542514472,-1.0
-6100206715516278403,269.17504855899097
-6099581577241337391,1142.0044455320606
-6094094433998336492,-1.0
-6085651410435122117,-1.0
-6083731209684049025,558.4202550550543
-6080514781118778964,-1.0
-6074879993615416832,-1.0
-6067585335765357974,-1.0
-6061539835057821871,-1.0
-6059719429248556789,-1.0
-6036451240289828249,-1.0
-6036199657389829988,220.9796005397424
-6030273212291938265,-1.0
-6029831879929061638,80.03145486769861
-6017067997613351722,-1.0
-6013915633807674656,-1.0
-6012384316259420268,171.080509767253
-6011099973091465173,-1.0
-6008663906135393307,194.47803563411745
-5999955635610997684,-1.0
-5987988196548940589,148.447293266128
-5985933824329275267,322.3932316635186
-5959203073546792229,104.08691290034491
-5958679747649378318,-1.0
-5956858433028786595,170.14178441781488
-5953476582993288697,627.273553607364
-5952478411685422796,-1.0
-5947984391028767486,-1.0
-5945008634302246854,-1.0
-5944072819222410696,-1.0
-5943457501780090071,341.10585280666646
-5936755562333598169,-1.0
-5935019961730765542,-1.0
-5933027837437754704,-1.0
-5919095701020443155,-1.0
-5915577483366319636,-1.0
-5914883577669286833,495.62231055667917
-5906487462045073045,-1.0
-5902757905751933631,-1.0
-5889851120053914931,-1.0
-5887349361712892255,232.89931666049736
-5883546016645256357,268.4970886474214
-5873702112198292253,-1.0
-5862305377730807601,-1.0
-5854755815464967078,363.36312204876447
-5850208602328013927,-1.0
-5841231927890400371,-1.0
-5839636354940605848,118.83067172771533
-5836345301642335066,-1.0
-5835551425568555737,251.35933389214946
-5835340176257827764,378.5083158183154
-5823646351820997042,365.1764935363241
-5814475267286856068,-1.0
-5812216392196703177,-1.0
-5808339182656077524,-1.0
-5806166278093594818,212.41705138582776
-5802763868110037201,1034.7910628630818
-5799966278653866554,-1.0
-5799793964808642615,182.19241694335219
-5794271185285112960,-1.0
-5778245061541317379,456.7344980711256
-5767096485103333167,-1.0
-5758900827430527913,506.2832131122474
-5755394714665529179,-1.0
-5750714194336424748,-1.0
-5749822912635709850,180.3215462926681
-5740533422557062243,-1.0
-5737596443227228078,356.93512061047886
-5731541954191648237,-1.0
-5730871169721570924,179.32517771953488
-5728803686194905981,312.2173107916593
-5728359920222774833,328.80425468794203
-5727328010290033294,501.5159159139098
-5717665260341790828,-1.0
-5716020426390001025,-1.0
-5714796425473322212,229.15237765475334
-5697884732745036293,193.8314241240772
-5689547143063086497,-1.0
-5687513708893506323,-1.0
-5680410692345862482,-1.0
-5677811172903779679,227.5336643203552
-5674948617080907453,-1.0
-5671268235993441115,34.034088974628986
-5668199018813412123,-1.0
-5657202222143634364,-1.0
-5650262579190517579,-1.0
-5649506859648240727,463.25646068640424
-5644388797942810170,147.8809662912661
-5644374726670831374,-1.0
-5640852165633795305,189.3051435537952
-5636941203866945764,-1.0
-5635412912672485395,-1.0
-5633706491226813955,225.82536862354303
-5631280201417928863,-1.0
-5626168942305029512,-1.0
-5624414937268047859,-1.0
-5620279034538404629,227.97100199505567
-5603541152149293842,139.14249056565208
-5600764308720634297,116.58955859970555
-5599076316167409327,95.26238638786228
-5594663123166162470,-1.0
-5592774119909903669,336.31246113628004
-5577047349975123397,298.72172308989695
-5573860881577508296,322.2858439744042
-5565668387305063565,-1.0
-5565041199005148586,463.25646068640424
-5543751429979694649,-1.0
-5543110357340095036,337.03570067078874
-5538996817773689583,61.83838390636086
-5538303062042149166,-1.0
-5531984339182381139,172.56220817218482
-5530357874936938703,574.2281215979366
-5528522919830685828,-1.0
-5520702375250881870,317.56839149014365
-5520176137911351590,188.08080016952525
-5507210053079858609,188.10642347118952
-5506938291867381638,-1.0
-5506423454013644121,204.1677012786952
-5503192967130168465,-1.0
-5488794660800656820,-1.0
-5484204381641977600,339.1568915881477
-5480426996850499135,-1.0
-5475867804718308076,27.66542956046254
-5468834180716041952,1074.4099785109825
-5467814457945064856,273.2339788367126
-5464264335119674949,-1.0
-5456369567146152350,210.86749597193594
-5452387196209043765,46.966319175434506
-5449571650803451898,236.41064113675472
-5448077891043117563,326.5323755862388
-5448025196770916407,338.941845689734
-5446695056747893699,4.432112329673998
-5446584976158638450,381.4069700207094
-5444462006822277291,136.92194709550128
-5444181198527720172,537.6073615786357
-5444123684222148141,-1.0
-5443209314232305618,278.4833278026656
-5435497355800345629,-1.0
-5434848206782578228,-1.0
-5430125825169292519,188.7274959231917
-5426085591438461468,-1.0
-5424562545201586712,188.71355845717628
-5422685299768631619,409.851009168961
-5419132190134349514,-1.0
-5416899111485683038,-1.0
-5409118449239623957,-1.0
-5403769663745623848,-17.89278500819131
-5399399813929864417,-1.0
-5391021174755904950,457.27319142286194
-5387591194338083824,137.03213156240074
-5386395831174191375,-1.0
-5383646190718341633,348.75120280723775
-5382364707696861362,-1.0
-5373890305846986381,-1.0
-5370623585471229154,-1.0
-5370428134550177740,379.590735178317
-5366475687867395328,-1.0
-5357319955503213550,-1.0
-5356985612031433363,-1.0
-5349832802406518157,-1.0
-5348441064654236842,539.5552800701972
-5339928918878747674,-1.0
-5323883965573836023,289.80121378766773
-5319133444137459778,169.37384775264482
-5315821671097598624,-1.0
-5311939087466565946,-1.0
-5298348871881985856,-1.0
-5297919281759802624,-1.0
-5296866640566024867,373.32244018876816
-5296353556726537160,221.0580714252055
-5296239993886380782,575.832341073666
-5293950912909772301,200.04433768298523
-5289542377384395883,265.98231902085604
-5285698925778083760,-1.0
-5281264652391090292,291.8623734729184
-5277960504507649132,-1.0
-5272273446161635509,199.85072375503253
-5271326728717708620,-1.0
-5269712289647597020,-1.0
-5258348340457705146,-1.0
-5252566530995980654,65.68467649168272
-5252266992191339195,-1.0
-5252068470006477679,-1.0
-5251827912897995239,-1.0
-5247472974916980669,-1.0
-5237075435596853098,359.5793065324474
-5228085420102810529,-1.0
-5217406263975622969,214.22605375479245
-5217343016631135015,-1.0
-5217259543038332095,-1.0
-5215936987867371938,-1.0
-5205680842653594191,143.47419722639867
-5201993134741943214,-1.0
-5201592114698691146,135.6287240754207
-5198566190476423481,173.37484196801628
-5195181519812810761,-1.0
-5190696730154695881,514.5738403884401
-5180585673908955392,-1.0
-5178293903810462479,358.73978307212803
-5176699361791019638,408.6527207579594
-5175051498344148803,-1.0
-5170986661854958418,241.5575078509331
-5159094045455445631,245.46119807052722
-5146562839702448013,-1.0
-5145450754469683010,246.73039993125528
-5144178072828586163,-1.0
-5144104515245646287,142.70807421094392
-5122388311299770985,-2.1648349318848545
-5119084256385202149,-1.0
-5109761256844316426,115.16143813838684
-5102214257117013873,-1.0
-5094822926220997396,-1.0
-5093873856555436031,139.76055045194826
-5087807229705458880,-1.0
-5087790230148209156,261.22452882854475
-5087758706780751675,-1.0
-5083666154999805392,114.93715575413191
-5081602996248725447,-1.0
-5074542601624493605,-1.0
-5055750587705075023,262.3180400516587
-5053465503319967654,11.21239708865275
-5052643519710501287,-1.0
-5044829528118597723,-1.0
-5044364967429600498,-1.0
-5042513554295206463,113.64393273405133
-5039990695804970442,-1.0
-5038024742542998486,204.69298763360572
-5028815713006187474,-1.0
-5026299925315611459,117.52360179429294
-5025222747870466200,75.62460155920499
-5025166223116466136,-1.0
-5024480631258878888,-1.0
-5022578070300522764,486.1259735906409
-5022065817573846454,-1.0
-5018791646572307964,212.3293094284236
-5016462118239499268,-1.0
-5015296717672977927,-1.0
-5014326792613922747,288.18250045326965
-5012682898328287495,332.88187692778195
-5006013124829150029,460.33740167308133
-4998799669571433705,-1.0
-4993783370864836420,-41.55393290765397
-4993098503984630999,177.4139790567843
-4983853331468351802,450.14604186743657
-4979468829274624029,-1.0
-4974145955943256109,-1.0
-4972037810536899947,-1.0
-4972010549275777252,-1.0
-4971839648089435897,-1.0
-4970965858445314121,-1.0
-4969028315887141087,-1.0
-4964071780353756053,-1.0
-4960116699085040195,-1.0
-4959990143309806834,45.80392831651008
-4958935021273897487,321.9212665658838
-4952214339580504112,228.42476900164976
-4944873211804641787,278.1501547622481
-4935561890780572163,9.405208369403283
-4932092416930480490,-1.0
-4931125960219076653,561.041674721144
-4906846431664502369,320.7652332715694
-4903198121664388061,-1.0
-4897412153715473225,-1.0
-4881901706469840321,-1.0
-4868841028359788190,171.36604355845864
-4866984721486669496,489.9076683978309
-4864156602876122809,-1.0
